config_name,short_name,composite_score,1y_strategy_return,1y_spy_return,1y_active_return,1y_information_ratio,1y_sharpe_ratio,1y_max_drawdown,1y_tracking_error,1y_num_rebalances
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days63_top7_tier2_monthly,MomAccel_L126_S63_T7_M,2.839391119837581,0.413436821056353,0.2318572574773965,0.1815795635789565,2.339391119837581,2.3007134053491525,-0.046453085181282,0.1039380548167511,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days63_top7_tier4_monthly,MomAccel_L126_S63_T7_M,2.839391119837581,0.413436821056353,0.2318572574773965,0.1815795635789565,2.339391119837581,2.3007134053491525,-0.046453085181282,0.1039380548167511,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days63_top7_tier3_monthly,MomAccel_L126_S63_T7_M,2.839391119837581,0.413436821056353,0.2318572574773965,0.1815795635789565,2.339391119837581,2.3007134053491525,-0.046453085181282,0.1039380548167511,18
momentum_acceleration_long_lookback_days126_min_periods50_short_lookback_days42_top5_tier2_monthly,MomAccel_L126_S42_T5_M,2.795565437042855,0.554893868257557,0.2318572574773965,0.3230366107801605,2.295565437042855,2.316179585053152,-0.0740645181207586,0.1374739367745708,18
momentum_acceleration_long_lookback_days126_min_periods50_short_lookback_days42_top5_tier3_monthly,MomAccel_L126_S42_T5_M,2.795565437042855,0.554893868257557,0.2318572574773965,0.3230366107801605,2.295565437042855,2.316179585053152,-0.0740645181207586,0.1374739367745708,18
momentum_acceleration_long_lookback_days126_min_periods50_short_lookback_days42_top5_tier4_monthly,MomAccel_L126_S42_T5_M,2.795565437042855,0.554893868257557,0.2318572574773965,0.3230366107801605,2.295565437042855,2.316179585053152,-0.0740645181207586,0.1374739367745708,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days42_top5_tier2_monthly,MomAccel_L126_S42_T5_M,2.795565437042855,0.554893868257557,0.2318572574773965,0.3230366107801605,2.295565437042855,2.316179585053152,-0.0740645181207586,0.1374739367745708,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days42_top5_tier3_monthly,MomAccel_L126_S42_T5_M,2.795565437042855,0.554893868257557,0.2318572574773965,0.3230366107801605,2.295565437042855,2.316179585053152,-0.0740645181207586,0.1374739367745708,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days42_top5_tier4_monthly,MomAccel_L126_S42_T5_M,2.795565437042855,0.554893868257557,0.2318572574773965,0.3230366107801605,2.295565437042855,2.316179585053152,-0.0740645181207586,0.1374739367745708,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days21_top3_tier2_monthly,MomAccel_L126_S21_T3_M,2.7279455199182885,0.6834535808925073,0.2318572574773965,0.4515963234151108,2.2279455199182885,2.269100817116335,-0.0952300152893509,0.1695679190891703,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days21_top3_tier4_monthly,MomAccel_L126_S21_T3_M,2.7279455199182885,0.6834535808925073,0.2318572574773965,0.4515963234151108,2.2279455199182885,2.269100817116335,-0.0952300152893509,0.1695679190891703,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days21_top3_tier3_monthly,MomAccel_L126_S21_T3_M,2.7279455199182885,0.6834535808925073,0.2318572574773965,0.4515963234151108,2.2279455199182885,2.269100817116335,-0.0952300152893509,0.1695679190891703,18
momentum_acceleration_long_lookback_days126_min_periods50_short_lookback_days21_top3_tier4_monthly,MomAccel_L126_S21_T3_M,2.7279455199182885,0.6834535808925073,0.2318572574773965,0.4515963234151108,2.2279455199182885,2.269100817116335,-0.0952300152893509,0.1695679190891703,18
momentum_acceleration_long_lookback_days126_min_periods50_short_lookback_days21_top3_tier3_monthly,MomAccel_L126_S21_T3_M,2.7279455199182885,0.6834535808925073,0.2318572574773965,0.4515963234151108,2.2279455199182885,2.269100817116335,-0.0952300152893509,0.1695679190891703,18
momentum_acceleration_long_lookback_days126_min_periods50_short_lookback_days21_top3_tier2_monthly,MomAccel_L126_S21_T3_M,2.7279455199182885,0.6834535808925073,0.2318572574773965,0.4515963234151108,2.2279455199182885,2.269100817116335,-0.0952300152893509,0.1695679190891703,18
momentum_lookback_days63_min_periods50_top5_tier2_monthly,Mom_LB63_T5_M,2.5831170487725243,0.5484481966519521,0.1488671718185468,0.3995810248334053,2.0831170487725243,2.322801477398879,-0.0421873976547278,0.1810684079732397,15
momentum_lookback_days63_min_periods50_top5_tier3_monthly,Mom_LB63_T5_M,2.5831170487725243,0.5484481966519521,0.1488671718185468,0.3995810248334053,2.0831170487725243,2.322801477398879,-0.0421873976547278,0.1810684079732397,15
momentum_lookback_days63_min_periods50_top5_tier4_monthly,Mom_LB63_T5_M,2.5831170487725243,0.5484481966519521,0.1488671718185468,0.3995810248334053,2.0831170487725243,2.322801477398879,-0.0421873976547278,0.1810684079732397,15
momentum_lookback_days63_min_periods30_top5_tier4_weekly,Mom_LB63_T5_W,2.5807828719183017,0.9062157534920096,0.2252570606922121,0.6809586927997975,2.0807828719183017,2.333183340156943,-0.1504149385635226,0.2694829975712774,66
momentum_lookback_days63_min_periods50_top5_tier4_weekly,Mom_LB63_T5_W,2.5807828719183017,0.9062157534920096,0.2252570606922121,0.6809586927997975,2.0807828719183017,2.333183340156943,-0.1504149385635226,0.2694829975712774,66
momentum_lookback_days63_min_periods50_top5_tier3_weekly,Mom_LB63_T5_W,2.5807828719183017,0.9062157534920096,0.2252570606922121,0.6809586927997975,2.0807828719183017,2.333183340156943,-0.1504149385635226,0.2694829975712774,66
momentum_lookback_days63_min_periods50_top5_tier2_weekly,Mom_LB63_T5_W,2.5807828719183017,0.9062157534920096,0.2252570606922121,0.6809586927997975,2.0807828719183017,2.333183340156943,-0.1504149385635226,0.2694829975712774,66
momentum_lookback_days63_min_periods15_top5_tier3_weekly,Mom_LB63_T5_W,2.5807828719183017,0.9062157534920096,0.2252570606922121,0.6809586927997975,2.0807828719183017,2.333183340156943,-0.1504149385635226,0.2694829975712774,66
momentum_lookback_days63_min_periods30_top5_tier3_weekly,Mom_LB63_T5_W,2.5807828719183017,0.9062157534920096,0.2252570606922121,0.6809586927997975,2.0807828719183017,2.333183340156943,-0.1504149385635226,0.2694829975712774,66
momentum_lookback_days63_min_periods30_top5_tier2_weekly,Mom_LB63_T5_W,2.5807828719183017,0.9062157534920096,0.2252570606922121,0.6809586927997975,2.0807828719183017,2.333183340156943,-0.1504149385635226,0.2694829975712774,66
momentum_lookback_days63_min_periods15_top5_tier4_weekly,Mom_LB63_T5_W,2.5807828719183017,0.9062157534920096,0.2252570606922121,0.6809586927997975,2.0807828719183017,2.333183340156943,-0.1504149385635226,0.2694829975712774,66
momentum_lookback_days63_min_periods15_top5_tier2_weekly,Mom_LB63_T5_W,2.5807828719183017,0.9062157534920096,0.2252570606922121,0.6809586927997975,2.0807828719183017,2.333183340156943,-0.1504149385635226,0.2694829975712774,66
momentum_acceleration_long_lookback_days126_min_periods50_short_lookback_days42_top3_tier2_monthly,MomAccel_L126_S42_T3_M,2.5793818138940696,0.658526040124507,0.2318572574773965,0.4266687826471105,2.0793818138940696,2.0932964545703983,-0.0941911929464868,0.1772191079726668,18
momentum_acceleration_long_lookback_days126_min_periods50_short_lookback_days42_top3_tier3_monthly,MomAccel_L126_S42_T3_M,2.5793818138940696,0.658526040124507,0.2318572574773965,0.4266687826471105,2.0793818138940696,2.0932964545703983,-0.0941911929464868,0.1772191079726668,18
momentum_acceleration_long_lookback_days126_min_periods50_short_lookback_days42_top3_tier4_monthly,MomAccel_L126_S42_T3_M,2.5793818138940696,0.658526040124507,0.2318572574773965,0.4266687826471105,2.0793818138940696,2.0932964545703983,-0.0941911929464868,0.1772191079726668,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days42_top3_tier2_monthly,MomAccel_L126_S42_T3_M,2.5793818138940696,0.658526040124507,0.2318572574773965,0.4266687826471105,2.0793818138940696,2.0932964545703983,-0.0941911929464868,0.1772191079726668,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days42_top3_tier3_monthly,MomAccel_L126_S42_T3_M,2.5793818138940696,0.658526040124507,0.2318572574773965,0.4266687826471105,2.0793818138940696,2.0932964545703983,-0.0941911929464868,0.1772191079726668,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days42_top3_tier4_monthly,MomAccel_L126_S42_T3_M,2.5793818138940696,0.658526040124507,0.2318572574773965,0.4266687826471105,2.0793818138940696,2.0932964545703983,-0.0941911929464868,0.1772191079726668,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days63_top5_tier2_monthly,MomAccel_L126_S63_T5_M,2.536902861781969,0.3783409395542065,0.2318572574773965,0.14648368207681,2.036902861781969,2.117679692490151,-0.0366493576352863,0.1105238946183292,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days63_top5_tier3_monthly,MomAccel_L126_S63_T5_M,2.536902861781969,0.3783409395542065,0.2318572574773965,0.14648368207681,2.036902861781969,2.117679692490151,-0.0366493576352863,0.1105238946183292,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days63_top5_tier4_monthly,MomAccel_L126_S63_T5_M,2.536902861781969,0.3783409395542065,0.2318572574773965,0.14648368207681,2.036902861781969,2.117679692490151,-0.0366493576352863,0.1105238946183292,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days21_top7_tier2_monthly,MomAccel_L126_S21_T7_M,2.455915908493843,0.4435055330168542,0.2318572574773965,0.2116482755394577,1.955915908493843,2.1036300628127895,-0.0404412331288723,0.1330401263192493,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days21_top7_tier4_monthly,MomAccel_L126_S21_T7_M,2.455915908493843,0.4435055330168542,0.2318572574773965,0.2116482755394577,1.955915908493843,2.1036300628127895,-0.0404412331288723,0.1330401263192493,18
momentum_acceleration_long_lookback_days126_min_periods100_short_lookback_days21_top7_tier3_monthly,MomAccel_L126_S21_T7_M,2.455915908493843,0.4435055330168542,0.2318572574773965,0.2116482755394577,1.955915908493843,2.1036300628127895,-0.0404412331288723,0.1330401263192493,18
momentum_acceleration_long_lookback_days126_min_periods50_short_lookback_days21_top7_tier4_monthly,MomAccel_L126_S21_T7_M,2.455915908493843,0.4435055330168542,0.2318572574773965,0.2116482755394577,1.955915908493843,2.1036300628127895,-0.0404412331288723,0.1330401263192493,18
momentum_acceleration_long_lookback_days126_min_periods50_short_lookback_days21_top7_tier3_monthly,MomAccel_L126_S21_T7_M,2.455915908493843,0.4435055330168542,0.2318572574773965,0.2116482755394577,1.955915908493843,2.1036300628127895,-0.0404412331288723,0.1330401263192493,18
momentum_acceleration_long_lookback_days126_min_periods50_short_lookback_days21_top7_tier2_monthly,MomAccel_L126_S21_T7_M,2.455915908493843,0.4435055330168542,0.2318572574773965,0.2116482755394577,1.955915908493843,2.1036300628127895,-0.0404412331288723,0.1330401263192493,18
momentum_lookback_days63_min_periods30_top3_tier3_weekly,Mom_LB63_T3_W,2.4401516856026637,1.0161348270216872,0.2252570606922121,0.790877766329475,1.9401516856026635,2.1330912619767544,-0.1791785460170305,0.3199246298221901,66
momentum_lookback_days63_min_periods50_top3_tier4_weekly,Mom_LB63_T3_W,2.4401516856026637,1.0161348270216872,0.2252570606922121,0.790877766329475,1.9401516856026635,2.1330912619767544,-0.1791785460170305,0.3199246298221901,66
momentum_lookback_days63_min_periods50_top3_tier3_weekly,Mom_LB63_T3_W,2.4401516856026637,1.0161348270216872,0.2252570606922121,0.790877766329475,1.9401516856026635,2.1330912619767544,-0.1791785460170305,0.3199246298221901,66
